Contents,Label
"@joseche_jagg @adsuara +10000, cremos una agencia de contratación de temporales, a ver cómo se vende a los sindicatos ",0
mingafria harrison. si por un casual consigues ganar me pagas la noche de hoy. no te meto presión. tu verás. ,1
"extraño a mis comprañeros roberto, osvaldo, julio y leo eran increibles al igual que mis super jefes!",0
@luziouv porque son las fiestas patronales.,0
"lo único que vamos a extrañar de eruviel,será la canción de yo soy mexiquense en cada evento por supuesto que no!no puedo odiarla más",0
"hola @raramo74! vamos a estar al pendiente de esa ruta y en caso de que encontremos algo a buen precio lo publicamos, saludos!",0
ya llegue a un punto de mi vida que mi enfermedad es más grande que mis ganas de beber! perdón amigos les estoy fallando,0
@mamiauryner1 espero sobretodo tenerla con mi niño  jajajaja. gracias guapa,0
"hoy le pedí a dios una señal realmente obvia, para poder tomar una importante decisión, y mas clara no pudo estar. gracias #totales",0
"@gvlo2008 de hecho le di a alejandra zavala, me fui con la finta de alejandra y no leí el apellido, pensé que era la de tiro con arco",1
@jpablobece  la tengo que retomar... qué tal la segunda temporada? a @crevillo le ha flipado pero q opinas tú? que carlos no es de fiar ,0
hoy reafirme que soy un adulto y no. 1. no necesito pedir permiso a nadie para ir a algún lugar. 2. me sigue dando miedo it,0
pues esperando al señor @darkfabio666 para la caza de pokemon nocturna me hallo ,0
@randeles que buena foto! felicidades,0
"hoy, en las desventuras de albert sin agua que salga de ningún grifo en el piso. ha decidido que no sale hasta nuevo aviso ",0
@diegongo81 están organizando un torneo categoría infantil y libre con equipos de yucatan tabasco y campeche. es este fin que viene,0
el feminismo es como el machismo pero a la inversa,1
"[info] igot7, no hemos comprartido nada sobre los isac porque no esta permitido hacerlo hasta la emisión, haced lo mismo hasta entonces ",0
#teníamostodopero epn iba a ser el mejor presidente... pero se chingo la rodilla...,0
@tomo_como_rey feliz año washitos!!! les deseo lo mejor del mundo y les mando un fuerte abrazo!!! que nos volvamos a encontrar en el 2017,0
al menos con ftwd se me hace más ameno esperar a twd en octubre ,0
@tifuho ¿una funda asustadiza? y su función...¿sobrevivir para luchar otro día?  ,0
una etapa se cierra y comienza una nueva aventura ,0
@icvnl ustedes me puede ayudar a saber pq voy a pagar mas que en los anios anteriores,0
@evagelcot donde lo ves!!? es mi programa favorito y sólo encuentro hasta temporada 5-6 y esos ya los tengo vistos ,0
@anitlunia @sr_benzal al final el pavo se ha ido muy enfadado y la tía arrastrándose pidiendo que no lo hiciese... me parece muy patético ,1
"@raticorns genial!, pero yo decia del pais que mas te ve el aceite de coco creo q no es tan facil de conseguir",0
lo triste de este trimestre: salgo diario hasta las diez y no estaré con todo el crew.,0
"vale, pero creo que tendre un pequeño problema no se si podre tener las llaves el piso para las fotos https://t.co/wovpvt0i7s",0
yo solo quiero a alguien que odie a7x conmigo ,0
"@gregollaniz @juliorj10 hablaba normal, con alguien, antes de q usted se metiera insultando. debería tener más educación ",0
paseito... laika cumple en pocos días 5 años... 5 la condenada !!!!! #ilovedogs #thepack…,0
@anuarrieta ah ya si también la vi y si no sale mucho pero luce guapísimo.,0
"y si haz dormido con alguien más, si hoy duermes con alguien porfa no la abraces y no le digas que la quieres",0
se viene pelea y de las fuertes entre willy toledo y el pequeño nicolás #hableconellas,0
en fin me voy a dormir dadme unas buenas noches bonitas por md ,0
"traigo desde hace 2 horas una pinche basurita en el ojo y nomás no se me quita. ya me fuí a lavar, ya me soplaron, ya todo y ahí sigue.",0
"tengo a un amigo que canta desafinadamente feliz, pero así lo quiero.",0
a pesar de todo...veo sorpresa en el bernabéu...llamadme loca ,0
@jorgegarzon_  una ruta ideal para disfrutar en familia de los @vallespasiegos ,0
eso de no poder dormir y despertar en la madrugada se está volviendo muy recurrente y no está padre!! >.; yo no era así.,0
"@favaritx que 2017 sea un gran año para ti, una de mis personas favoritas en este mundo. que este año nos volvamos a ver y abrazar",0
@zimlaar ¿solo te preocupa el número de followers? me lo imaginaba... jaja ellos mismos piden que haga quedada ,0
estoy malita de la gripa,0
"@diablin13 sigue pendiente de nuestras redes, estaremos regalando boletos para la premiere.",0
el “no” de una mujer significa: “ruégame un poco más”,1
@avadadobreva ah wno no es que me pase nada es que cuando el hype está tan alto y se habla tanto tengo la sensación de que ya la he visto ,0
buenos días pues vamos a empezar a darle a esto!!! ahora va la mía y q venga todo con mucha candela!,0
"@irongeen ñammm. ya se me antojó una deliciosa cema, vamos por una",0
@lekilig un hilo fabuloso  comparto todo lo que dices ^^,0
"madrid está lleno de comida y crushes, no me llevéis de aquí ",0
"oigan no, no nos hagan eso a las locas, madrugar no es pa nosotras. así que, cadena de oración pa que pueda dormir aunque sea 3 horas.",0
kali uchis va a estar en bahidorá,0
"mi sueño no es tan imposible, tan solo es viajar a canadá yo sé que puedo lograrlo",0
"@denisfmendez @anordestado @cascarelo @gzwika ponferrada, ya no soy gallego ",0
"7 horas ya desde que salimos de mendoza y seguimos en puebla varados... weeee, mi pobre perrito es demasiado para él",0
2/2 tipo: soy anarcofeminista y siento desprecio por los hombres... pero me tomo las fotos más sugerentes posibles a ver qué agarro.,1
"@marqoortiz y ya que recomendaste black mirror, incluso la temp. 3 (tan criticada), la anoto entre los pendientes",0
te ves fantástica con ese vestido,1
yo solo quiero adelantar mi vuelo a chicago,0
"@juliaa_coutoo muchas gracias niñuca, tú tienes una gran sensibilidad por eso valoro mucho tu opinión. feliz noche ",0
"un amigo de mi hermano que me gustó toda la primaria y secundaria (casi) me dijo te quiero fea y bueno chtm, no es cuando quieras",1
sera un to3 cc  timebomb el dia domingo 18 de diciembre a las 8:30 hora de mexico. pueden mandar sus teams apartir de ahora. es libre,0
hohenheim - me fui por tabaco y me convertí en una piedra filosofal. - ed me llamó papá - morí con una sonrisa.  https://t.co/gojtourbfj,1
#estefintengoganasde cocinar una rica pasta casera de espinacas con queso,0
@mafolu2 no creas. pero me gusta tener a la gente engañada  @granctimes,0
"@ascnati si si ya estuve haha desde el jueves en la mañana,ahorita ya voy saliendo de la central nueva,a mi también me llenó rápido",0
"@cfe_golfonte @cicmty buenos días, seguimos sin servicio!",0
"las niñas no se comportan así, son princesas.",1
"@viko_lh mira hijo de puta me cago en tu puta madre jajajajajajajjaajaja ya podré ir en 2018, ya... ",1
@escapeofthecrow el rottweiler es precioso pero... esta zumbadisimo y ataca  y yo muero de ganas de achucharlo,0
ya viste lo bien que nos divertimos el uno sin el otro. después de todo nadie es indispensable.,0
"cálmala pinche jesús, si me quiero morir y todo pero no de esta forma tan culera, que me atropelle un carro mejor.",0
@tenistachanel de aquí haciéndolo conservadora sale una @50 seguro.  a ver como montamos! thanks por las ideas!,0
así leyendo entre líneas y el discurso de @sanchezcastejon igual vota que no a rajoy. #investiduraondacero ,0
gallina vieja hace buen caldo,1
"@frayjosepho @hienosdeorgullo @capt_e_navarre más bien imposible. a no ser q se convierta al islam, claro ",1
viendo bichos y pensar que es todo lo que pasa en el país a pequeña escala,0
@sammyriotmars cierto  qué bonico es darles otra vida a los libros,0
"@requefer una de las que tiene mejores indicadoras, pero que es totalmente privada. y no abramos esa puerta sin debate previo ",0
"@daniacal aún no, pero si estará jugable en el tgs no creo que tarde demasiado. ",0
"serías tan dispersa en no darte cuenta q tenías ganas de hacer pipí.. qué bonito tu mundo no regreses a éste, de no ser necesario. calita",0
@rabiekhd @omr_dh nos hemos conocido hace unos cuantos años y claro surgió el amor ,0
"tenia la idea de comprar un carro este año, pero ahora nevermind, me tendre que traer a petunia(mi bici) a tj",0
"es worth para coger el bonus, pero es mucho más divertido luchar ",0
los hombres son racionales y las mujeres emocionales,1
@5555selulopez @ideal_granada y quien va a pagar una multa de 3.000 euros? tan facil como ir al ayuntamiento y declararse insolvente ,0
@jl_blanco gracias por la información. parece que el olor ha cesado. ayer pasó lo mismo sobre la misma hora ,0
ya me está doliendo la cabeza de estar todo el día acostada. por qué soy así??,0
"@ikutram @tocamates @carmenagustin , y otros que seguro se me olvidan, también os puede interesar para vuestro instituto o facultad univ. ",0
"@tribuna_i si, pero yo lo veo otros 6 meses más en pachuca, tiene calidad el muchacho y ayer demostró que si está listo",0
siento el spam. quiero que comprendáis  y compartáis conmigo la felicidad de este momento. espero ser el mejor capitán de todos! ,0
"@bensonsenora el anuncio es cutre, cutre. joseba quien es? ",0
"no me refiero a vehiculos, me refiero a telefericos para llegar rapido a x zonas de vuestra (esperemos) gran base ",0
con este frio esta genial que pasen la pelicula del regalo prometido.. se siente como navidad pero sin tamales,0
"la música de u2 me deprime sobretodo la de stay (far away, so close!) maldita sea para que los puse",0
ayay quiero grrabar un trocito de drown con el ukelele porque tiene que quedar preciosa. pero tengo la voz fatal ,0
"mi celular sabe que soy mexicano, escribí white y me lo corrigió por ejote",0
@srtamusic @mllegardevoir no tengo la lejía seria un buen sustituto?,0
este año el madrid hará triplete y si lo hace me rapo al cero  grabad el mensaje jejej #chiringuitopiqué,0
"@unaneliaa neliásticos días, casi vecinos a 800 años luz?? aún viajando a la vel de la luz se tardan 800 años lol está difícil para ir ",0
@fevafer tio no me lo recuerdes ,0
"buenos días!!! no te enojes. recuerda que la gente no te hace cosas, la gente hace cosas y tú decides si te afectan o no... besitos",0
"@berothw por supuesto, en el mercadona. hombre, encima que soy crush de alguien ",0
"@bbzote sí, pero nada. creo que es por vivir en la última calle ya les dio flojera",0
lo único malo de death note es que dura muy poco. ,0
@imanolduran @lavuelta jajaja esta vez vamos equipados!,0
"@mrmedra ay, joder, que resulta que es completamente vegana. pues ya no me la compro. ",0
me voy a quedar afónico de tanto hacer guturales con fiebre ,0
"@ferchitomen11 checa con waze rutas alternas, xq el trafico viene rudo hasta la altura del parque chitla! y gracias! que llegues pronto",0
las mujeres conducen peor y causan más accidentes,1
"desvelado, cansado, cuasienfermo pero feliz. vámonos al aeropuerto. buenos días!",0
@mayteaguirre ¡cero! lo que te haga feliz o te de tranquilidad está súper bien.,0
"@juanjok mira q me gustaría, juan, hablar contigo con emoticonos, pero está visto que ntros móviles no son compatibles! ",0
"@sofiabubble sí para las propias, pero para andar hurgando en las cuentas de otros?",0
@introvertchola @rubestia @nuuzga que malos y yo ? yo tambien fui al carlssssssssss  #bitches,0
@vilhum taken with my iphone. quiero una cámara profesional para ser más feliz jajajaja yo si le se a todos los botonsitossss,0
por que no nací con las cejas pobladas,0
@elbajimenez9 o solo simple mente m ignoras,0
"sonríe, no sé por qué siempre tienes esa cara de enfado.",0
"@jenniferduquee hahaha, si está rico, nadamas le falta presentación.",0
mi mamá cumple años hoy. y este es uno de los días más felices para mí la amo mucho.,0
"después de casi un mes entero sin él... puff, espero no echar temporadas tan largas sin verlo ",0
me veía hermosa con ese septum me lo voy a poner otra vez se que os suda la polla pero pa eso esta twitter https://t.co/nl7ggddbu5,1
@iluminaughty_ @spiegel_spike_ pues me da igual  yo escribo lo que pienso ^^ y cuando lo pienso ajajaj si es que lo pienso ,0
"@nkhrapblaq bueno, yo voy por la mañana a madrid pero intentaré ir o si no nos vemos en la cola que fijo me pasaré ",0
31 agosto día internacional de la solidaridad porque la solidaridad comienza con una sonrisa   ¡feliz día! https://t.co/xclh0gsjeg,0
@killytokio ¡artista! muchas gracias por ayudarme a dejar el libro bonito ,0
"puras fotos lutteo en mi tl, basta me hacen extrañarlos",0
la vida me tiene muy confundida ,0
@radiocable siempre caen los mejores.  suerte.,0
"te bloquee crea cuentas huevo y solito se sigue y dá rt, porque ya no le creen sus fans. ah qué mi paisano, ni me interesa su amistad.",1
clásico día donostiarra para quedarse en casita con el fútbol #donostia #fútbol ,0
@lentejitas @manuj_hidalgo @lupesb77 convenciendo a mi hija mayor para verlo ,0
ahora por floja me voy a dormir tarde,0
yo no puedo ser machista porque tengo madre y hermanas.,1
@virginiadlp ahora es cuando tomo mis notas y comienzo a hacerle preguntas a mi nueva hija ,1
"#siqueríacontigopero te mama yuri , la trevi , anahi , las jeans!! ... te enchilas si se meten con britney. no pues mejor así, como!!?",1
"pero ya siendo serios les respondo algo así como: fanon, f. (1965). los condenados de la tierra. méxico: fondo de cultura económica.",0
@onedayofglory tu ventilador me mira con cara seductora. ,1
@monysito pues pocas cosas más bonitas puedes ver en la vida oye ,0
@pvaya @sailor_tesserei @sh3rrymh es que es una reivindicación muy de moda... ya sabes... de gente pedante como yo ,0
@pimpamplay y son más de las 5 de la mañana! y encima mañana vuelve a ser día de grabación.. todo sea por dejar todo preparado ,0
@catedrarsc_uah muchas gracias!! feliz por haber formado parte de esta edición del master! ,0
que dificil es retomar los estudios despues de dos meses sin tocar un libro.. #pereza #ganascero #septiembre=examen ,0
y está vez estaban bonitos los que trajo la rosca #videomtv2016 abraham mateo,0
@kosto_trading @juanrallo o ponerte un casco de moto que te cubra por entero ,0
super triste que mi amorcito ya este en pachuca.,1
@manue1112 quedan ocho meses y aún está todo por hacer. confiemos en poder realizar el proyecto que tenemos planteado. paciencia ,0
mi puto novio me ignora y quiero saber si hay un chino cerca de la biblioteca ,1
ser feliz no significa que todo es perfecto. ... buen día a todos!,0
"aunque ya llegue y eso esta padre, la triste realidad es que sigo teniendo hambre.",0
hay veces que uno se siente un extranjero hasta en su propio país,0
@ferreyees19 @abiel_vasquez @elpablodeverdad yo tenía pensado sacar la del fogo y una optativa de 2c para poder meter electromagnétismo,0
cancún quiero volver a ti te extraño,0
"@concht1 pero nos hemos desmovilizado, concha. nosotros/as solas dejamos las calles. así nos va  @ciudadanoscs",0
"en el mismo lugar, con distinta gente",0
"@masrazonqunsant entro el golpe,limpio como una mañana de primavera ",0
@yazarethpalomo te extraño tanto mi amor,0
@garzaajr no es un bulto y nunca lo ha sido @garzaajr es un luchador novato que ha madurado muchísimo desde que llegó a @luchalibreaaa,0
el fútbol es de chicos.,1
en serio tengo muchas ganas de verte te extraño demasiadoo..!,0
"@_aitor la verdad es que tiene buena pinta. investigaré, gracias ",0
me dijo : ¿ y no crees que te esta cayendo mal esa terapia ? yo no veo cambios y antes no te ponías asi!? lo hacias y ya! jajajaja,0
@txemacg @antoniosanto yo lo hice en el cole ! fuimos a trafico un par de días a aprender a circular con bici  (colegio público),0
"@pesprimicias gran noticia, es algo de lo que me he quejado en mis vídeos, sobretodo las pérdidas frecuentes de balón de la defensa ",0
dreamer para siempre  @officialcritika @officialsaik os quiero chicos quier abrazaros https://t.co/oldfpq0cd9,0
pinche equipo me ilusiona bien machín para este año @cruz_azul_fc,0
"@jmiguel @carrero claro, yo quería por eso de manifiesto, hay cables chinos cojonudos. otra cosa es que te compres el mas barato ",0
@ann_lloret99 @luv_m0ney_party los salidos son los q suben cosas a esa página no yo ,0
@elciempies para nada ella ama méxico y siempre quiere venir. por eso vino gratis a tajin. desde su álbum pasado esta que muere por venir,0
"quiero que vuelva el invierno  y ponerme pantalones largos y chaquetas y sudaderas y abrigos, puto verano.",0
@josey_dani ¡qué pintaza! tanto la chistorra como el lomo son productos deliciosos. probaremos vuestra sugerencia en frío y en bocadillo ,0
putada lv se me jodió la ruedecita del ratón y bueno ,0
amo las mujeres que manejan estándar,1
@mariio97 2 asistencias me han faltado para el triple doble ,0
si te encontrará tras cien años encontraré tus ojos negros entre millones de ojos negros,0
"allí donde mandan mujeres y labran vacas, mal año asegurado",1
@jcesarpl @guidobcor faltaría. pensaba en cómo se construyen los discursos y quiénes los emplean. es un debate interesante. ,0
"ojalá se ponga de moda tener un poco de respeto y educación. no sólo des like, aplícalo en tu vida! no aparentes cosas q no son! #anotele",0
@ladyfrigopie no lo has dicho. eres rara.. bueno eres diferente ,0
muchas gracias por este fantástico post  @conelmorrofino,0
¿es un niño? es tan guapo que parece una niña.,1
"@nataliaenlu jajaja que pena, soy metiche. es que mi mama si me dijo de pasar año nuevo en la playa pero ya no hay espacio en ninguno",0
"iba a escribir algo inspirador para este cierre de año, pero con un simple y sincero: deschinguen a su madre todos es suficiente.",0
@jonbarandica ha sido un acierto muy grande el de anoche ,0
"@oyeedanny ya sé, ¿quién los entiende? verdad ? el sabe lo que hace, y vaya que lo ha hecho más que bien. es grande @peladoalmeyda",1
a los chicos les gustan las cosas oscuras.,1
@guadaverygudsup un feto muy bonito,0
"@anabrendac: hola, paso a desearte un feliz año nuevo 2017 y que esté lleno de salud, abundancia y éxitos para ti y para los tuyos",0
"@betvs_19 cucha, una independentista escribiendo en español!! por muy del barça que soy, te vas a buscar la vida  grassias.",1
@auropgtez pero después de ducharme tampoco se queda así ,0
apagado o fuera de cobertura ,0
@tabernita @ptraciogg pregunta seria.  para cuando kedada/cañas de gente twittera de la zona? ,0
@wingedarrow_ @redskyf2 si pero es de mario joder comprate una propia ,0
@palestraags no cabe duda. esos son los niños fresas amigos del peña lento que no saben ler. cómo? aaah no saben leer. viva méxico! !!!,0
"pacífico (cerveza) mariscos gustavo cerati de fondo *no es la paz bjs, son las playas de los reyes la paz, de este hermoso estado de mx",0
@adri_buzo @fulgenlison nop. pero ahora me queda más claro el asunto  gracias !,0
las horas que son y sigo sin ser capaz de ponerme a estudiar....el sueño puede conmigo ,0
@yeyiximmm hace una semana que se sabe  yo ya espero la edicion completa del juego ,0
"@crisasanz claro, yo no digo que sea fácil... para nada, yo llevo años intentándolo y será mi trabajo vital, pero quiero intentarlo ",0
lo bueno: ya voy de regreso y nos podremos ver. lo malo: no me contesta los mensajes.,0
@marcklebowski michael jackson tambien y la gente canta sus canciones ,0
para ser bellas hay que ver estrellas.,1
@garcaterra estoy total y absolutamente desesperanzada  @ahorapodemos,0
"ahora están tocando arabella suena igualito a alex turner, seguro es guajardo",0
mientras luchamos por separado nos vencen juntos,0
"@paulinapaf a ustedes por ver lo que publico es mi oficio , mi trabajo #periodismo",0
"lo triste de las vacaciones, es cuando haces maletas para regresar a la rutina.",0
mujer ociosa no puede ser virtuosa,1
algún día dejaré de ver a rem en mi tl y no recordaré a subaru lo subnormal que fue de no escogerla. ,0
vestida así pareces una fulana,1
mandame mensajes de amor que me quiero sentir querida al despertarme que estoy muy sad ,0
aquí escuchando el soundtrack de mamma mia con la ex dancing queen de maría ,0
que triste ver todas las fotos de cuando fuimos amigas,0
@valenciacf mis sentimientos y mi orgullo por el valencia son muy grandes. yo quiero lo mejor para el valencia. ,0
los niños son agresivos por naturaleza.,1
no entiendo de verdad porque la gente cree que en realidad me la suda ,0
de las pocas veces que hablamos por skype me pareciste una grandísima persona ,0
que decepción que gente que lo es todo te oculte cosas. ¿tan difícil es decir la verdad?,0
"fui a @cinemex x lo cerca que esta de mi casa solo p ver q no tienen la llegada  #fail ya estoy en @cinepolis , no hay como en casa!",0
@reyminguela20 la próxima vez que vaya a madrid no estarás en mis planes. maldita ,1
"con lo cual he abierto todas las ventanas y he conectado el móvil a los altavoces, a ver si ahora suena mejor ",0
@pmovimiento acuérdense que a lo hecho en méxico de mexicano sólo le queda el sudor la tierra y el aire casi todo lo demás es importado,0
@cangasdeonis_ @lavuelta muchas gracias! un placer conocer un pueblo tan precioso ,0
"@adrimarinab así me gusta, cada cosa a su ccaa. así dejamos de cargar las culpas a nuestra querida nación. ",0
"@konemak hay películas que por acuerdos de sus distribuidoras, es de la única manera en pueden estar dentro del catálogo",0
@kraulot hahahaha yo aquí esperando impaciente ,0
"no existen palabras para esta triste noticia. d.e.p jose ruben molina, te extrañare mucho campeón, tenlo por seguro.",0
@cautesol22 ánimo acá en méxico será bienvenido! saludos de un hincha de #cruzazul,0
"¡no llores, con lo guapa que eres!",1
"-mi amor, ¿me veo gorda con este vestido? -a ver, rueda un poquito a la izquierda. -",0
@morbosaborealis jajajaja... eso es verdad... aquí no hay uno cuerdo ,0
la figura de magearna se esta retrasando un poco es raro en ese vendedor  aunque normalmente le pido un pack grande ,0
"@chumeltorres ya cabrón! sin tí se reciben las noticias sin colchoncito, puro chingadazo. #extrañoreirconchumel",1
siii te traje un tecuerdo @la_joyita2 pero me extraviaron mi mochila debajo del autobús y pues ahi se perdió es neta. hasta mi cel fue.,0
"@aimeraus @glaveaga @debatelibros no, no sabía que existía, lo leeré ya acabaste el primero?",0
15 días sin uno de esos abrazos mágicos,0
"@tuamigatuitera pues ya ni nos hablas y si iré, iré como el 20 o algo así de enero!",0
@desireedelgado yo llevo medio verano debajo de la dichosa máquina... menudo verano largo este año de sofoco... ,0
@veronik87mlg algunos callaos pa que no nos digan reventaores la yihad! ,0
@agmelendez_ pues si. pero por lo menos podrían ser actores  puestos a hacer el paripe. que sean profesionales ,0
he salido de casa sin ir al baño y me estoy meando como una persona mayor ,0
seguro que obtuvo ese puesto de trabajo porque se acostó con alguien,1
"cien amas de un corral, cada una dice su cantar",1
@heyguero no te trajeron uno los reyes u.u oie k feos,0
@polifack yo es que me asustó muy fácil con el rollo paranormal ,0
"@stellone_cthun al volante, peligro constante. enhorabuena ",0
"gracias victorerubio por recomendarme el seguimiento de @mandalabeach. artistas de talla internacional, monólogos y musica en directo ",0
haré un libro que se llame: las mil y un millón de formas de cagarla. obvio para que no hagan todo lo que yo hago y así tengan éxito.,0
@sumiesb yo también vi la peli y lloré lo que no está escrito  ahora estoy leyendo el libro y me estoy echando unas risas impresionantes!,0
@yasminalbolopez @pablolopezmusic buena nana para dormir ,0
¿ya ven porque les dije que no hagan un examen del que no están seguros de hacer? no aprobé mi ceneval chales.,0
@lucianogueras entiendo que en el mal sentido? ,0
wooooow que curativo es esto!!!! me hace parecer menos perra y un poco mas agradable me gusta,1
hola doc @albertomunoz alguna recomendación para hospedarme en sfo o la?? si tiene un contacto mucho mejor gracias,0
"días!!! no tengas miedo de vivir, rómpete el corazón y el alma, que la vida se nos da no para regresarla intacta, sino vivida... besitos",0
porque son tan manipulables los pequeños ? y porque no ven a su padre igual que a su madre ? triste ,1
siempre las mejores personas son las que más sufren  #getwellsoonselenafromspain,0
"y claro, como ella me ve fea y gorda pues lo que hay, da gusto vivir con alguien así ",1
"@aikonmx ay, poes qué delicado nosierto.",1
cada que hablo contigo mi corazón se pone feliz pero eso no se nota a través de una pantalla,0
"@marulango apuntaba en ángulo correcto a una superficie reflectora, científicamente, sí ",0
@superpaperender lo habrías hecho con o sin mí ,0
@hyrulen @partidopacma tu no tienes familia con huerta y perros no? los tienen en unas condiciones estupendas ,0
sólo la karlita me entiende y me da buenos consejos ,0
quiero que en mi foto de carné en lugar de una fotografía de mi cara me dejen poner un emoticono de carita triste ,0
@alexmay_be algo similar me ha pasado,0
"@fxnoname @betwin__ eso no se le debe decir ni a tu peor enemigo, que cruel , nadie es peor que el caramusgo del torete ",1
"@yolanday_y @el_pais tras 72.000 años de viaje, conformate con que haya moléculas de potasio y estén buenas ",0
@portalsb_udlog @cdlaredo @cydleonesa estos por lo menos han visto 4 goles ,0
"@broomkurosawa pues descansa tío, si se pone grave la cosa no podrás jugar en muchísimo tiempo ",0
¿alguien tiene algún pdf donde se describan las etapas del desarrollo humano? sobre todo la de la senectud. por faaaa.,0
"ya sé, tengo que leer a mishima pero se me atravesó el estúpido y sensual joyce con dublineses y tenía que estrenar mis marcadores.",0
"somos los españoles cómplices de que gobierne el pp no. son sus cerca de 8 millones de votantes, de los más de 34 millones censados ",0
@rubiu5 cuando diras los ganadores   pd:buenos dias que tengas un lindo day,0
siempre soy la culpable de la mierda de todos ¿no?,0
la seño que venía leyendo mis tweets me dijo que los leyó sin querer ajajajajaja me siento mal por haberle dedicado mi tweet anterior,0
la esteban promocionando el concierto de estopa en leganes...que empiecen las bromas sin gracia sobre lo barriobajeres que somos todes ,0
"@jorgeufano ¡muchas gracias por la respuesta! cualquier cosa, aquí estamos para lo que necesites  ¡saludos!",0
"que te contesten con un ¿qué demonios fue todo esto? jajaja a un mensaje bonito, sí te mata un poquito.",0
"os lo pido por favor en serio, es muy importante para mí https://t.co/stuwlw8brk",0
empece el año con una gripe bien perra y atascada estoy muriendo gggg 🤧🤧🤧🤧,0
nominada por @learamartell aquí van nuestras pelis y nuestros taggeados.  https://t.co/hwqxw19rjr,0
@erika_boje sería un puntazo que te dieran los domingos de descanso o que trabajases de mañana y así tener la tarde libre para verlo ,0
"repito, de momento no hay fecha límite y las preguntas son en el e-mail no encima del vídeo ",0
@ladyeternalsed son mucho más emotivos ,0
"@ale_jaramillo a los años por aquí hermosa, ya ni te has de acordar de tu fiel seguidor un abrazo inmenso en este nuevo año. bendiciones.",1
"@erickvaldes_ jajajajajaja trague puro brócoli y coliflor con pollo ahorita para echarme las tostadas, me las merezco",0
"@ibanezxaro jajaja ya ves lo que ocasiona tu ausencia prolongada, mi cuate no me habla y mi sobrina me desconoce",0
"@faranduleroyo pues espero que no lo digas por mi niña o no voto mas  memeo, bueno cada uno tendra su opinion +",0
@imrdramas ni un cuerno retorcido como me decían antes,0
no sé qué tipo de señal universitaria es esta!!!,0
@yahirmusic ya estaba bien preparada para ir a verte hoy pero primero está la seguridad espero que puedan reprogramarlo muy pronto,0
"buen amigo eres @skyruss96, gracias por compartir tu pregunta en ese ask 2.0 ",0
"de mujeres en una casa, con una hay poco; con dos, demasiado",1
como apruebe (o si suspendo pero paso) voy a montar una fiesta y no pararé de beber hasta k mi hígado reviente ,0
@paucalz @karzcavallari @johnny26cesc me dolió hasta la conciencia pero sin suda lo haría unas 10 veces más jajaja,0
@balucorp ni has estado feo,0
las mujeres se odian entre ellas,1
"no puedo estar sentada mucho tiempo, ni de pie, ni nada",0
"@manuelortegama4 se llama wolf, es la mascota #sesalen en apoyo a los deportistas paralímpicos más inf https://t.co/kql89udr3h",0
quiero mimos. y un zumo de naranja. estoy enfermita ,0
"@lili_blend ahora te entiendo, roji! hoy que salí sola me di cuenta que no dejé de morderme los labios todo el tiempo de nervios y miedo",0
"y yo mientras comeré palomitas mientras quedáis retratados porque, ay, es lo que pasa cuando usas el activismo como un arma ",1
el solo que hace rosendo en flojos de pantalón es flipante!!! ,0
"@eleder_ que tampoco ahora mayoría absoluta, eh? ",0
envenenaron al bruno ya lo atendió el veterinario pero tengo miedo de que no aguante.,0
"@adriantr09 @clubtiburones @pumasmx siempre he sido así y pues siempre he cumplido y pagado apuestas, así que ya rugiste león",0
el reboot de jumanji puede romper mi corazón x2. porque puede ser horrible y además pueden arruinar la imagen que tengo de the rock,0
no sabía que el ser humano fuese capaz de producir tanto moco verde. hasta ahora. #ganandocomosiempre,0
"listo, por fin en casa, a dormir 4 horas nomás. gracias a dios mis papás están bien y les está yendo chingón. ahora yo, a chingarle salu2",0
@tomasin_zgz ¡hola tomás! ¿habéis visto los nuevos #dinos de #tierramagna? es normal que haya colas antes de que comience el espectáculo ,0
aún me parece mentira imaginándote que vuelves a pasarte por qué,0
"@sayiruiz es que el mío dice editar perfil. :v jaja, no sólo se cambia el nombre... no el username, ya mejor me espero a estar en pc",0
@ancar_lol siempre buscando algo mejor  ahora estoy bien y cobro bien. pero puede que vaya a una del prat!,0
@lahierritos pues sabran més q jo *curso ccc de mirones y mironas ,0
"últimamente, me están siguiendo chicas con perfiles bastante subidos de tono en instagram. ¿para cuándo un chico decente? ",1
"hoy hace 4 años, grabamos mi primer sencillo. #ultimoaire gracias a todos los que han estado conmigo siempre",0
"era lógico quel dj del reggaeton de mae west no pusiera la canción de la tentación, tanto la del lobo como la del kokodrilo. desepsión ",0
voy a echarme una siesta que me duele la cabeza que está que me explota. pasad una buena tarde ,0
@medicenloya neta no pensaste en mi? cortalas,0
@qtf yo no opino lo mismo... escribe muy similar a mi hijo de 9 años... ya tiene firma!!,0
se qué razas están entre mis preferencias... pero va a ser muy difícil adoptar alguna de ellas ,1
@paobarquet que coraje saber que tu y tus compañeros fueron víctimas de gente malandrina por otro lado me da gusto saber que estás bien,0
"@noelvalenzuelap we yo también me aventé una season de una seria así !! va, llega temprano tengo ganas de verte",0
#otegi inhabilitado #eslasentencia mujeres tapadas hasta los ojos #essucultura teneis un sentido inamovible del mundo y de la vida.,0
@rubenlinoman como todo! es un jugón! no quiero que lo fichéis. es el peor día de mi vida ,0
